ETABLISSEMENT_Type;ETABLISSEMENT_Nom;FORMATION_Nom;FORMATION_Domaine;FORMATION_Specialite;FORMATION_Descriptif;FORMATION_Niveau_de_diplme_lentree;FORMATION_Niveau_de_diplme_en_sortie;FORMATION_Duree_en_annees;FORMATION_Total_ECTS;UNITE_DE_VALEUR_COURS_Questions_ENV_au_sens_large_evoquees_oui_non;UNITE_DE_VALEUR_COURS_Enjeux_transition_energetiqueclimat_abordes_oui_non;UNITE_DE_VALEUR_COURS_Nom_du_cours;UNITE_DE_VALEUR_COURS_Cours_optionnel_ou_obligatoire;UNITE_DE_VALEUR_COURS_Duree_du_cours_en_nombre_dheures;UNITE_DE_VALEUR_COURS_Formation_initiale_ou_continue
Ecole_commerce;Grenoble_Ecole_de_Management;Mastere_Specialise_en_Management_et_Marketing_de_lnergie;Droit_Economie_Gestion;Gestion;Formation_visant_former_des_managers_specialistes_de_la_filiere_et_des_marches_de_lenergie;Bac+5;Bac+6;1.0;60.0;non;non;Sources_denergie_reseaux_energetiques_usages;Obligatoire;;Pas_de_details_sur_le_contenu_du_cours
Ecole_commerce;Grenoble_Ecole_de_Management;Mastere_Specialise_Entrepreneurs_Pedagogie_HEC_Entrepreneurs;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_de_la_gestion_de_lindustrie_de_lentrepreunariat_du_conseil_du_marketing_et_de_la_finance;Bac+5;Bac+6;1.0;60.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Mastere_Specialise_Management_de_la_Fonction_Achats;Droit_Economie_Gestion;Gestion;Formation_visant_former_des_managers_de_la_fonction_achats;Bac+5;Bac+6;1.0;60.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Mastere_Specialise_Management_des_Entreprises_de_Biotechnologies_Pharmacie;Droit_Economie_Gestion;Gestion;Formation_visant_former_des_managers_specialistes_de_lindustrie_pharmaceutique;Bac+5;Bac+6;1.0;60.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Mastere_specialise_Management_Technologique_et_Innovation;Droit_Economie_Gestion;Gestion;Formation_en_management_destination_des_ingenieurs_et_profils_scientifiques;Bac+5;Bac+6;1.0;60.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Mastere_Specialise_Strategie_Digitale;Droit_Economie_Gestion;Gestion;Formation_specialisee_dans_le_management_de_la_transformation_digitale_et_dans_les_metiers_impactes_par_les_nouvelles_technologies;Bac+5;Bac+6;1.0;60.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;BTS_Management_des_Unites_Commerciales_pour_Sportifs_de_Haut_Niveau;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_dediee_aux_sportifs_de_haut_niveau;Bac+0;Bac+3;3.0;180.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Programme_responsable_operationnel_dunite_fonction_commerciale_et_marketing_pour_sportifs_de_haut_niveau;Droit_Economie_Gestion;Gestion;Formation_en_elearning_aux_metiers_du_commerce_et_du_marketing_dediee_aux_sportifs_de_haut_niveau;Bac+1;Bac+3;2.0;120.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Programme_Grande_Ecole_pour_Sportifs_de_haut_niveau;Droit_Economie_Gestion;Gestion;Formation_en_elearning_aux_metiers_du_management_et_de_la_gestion;Bac+3;Bac+5;4.0;120.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;BTS_Technicocommercial_option_equipements_et_systemes;Droit_Economie_Gestion;Gestion;Formation_en_partenariat_avec_PSH_Sup_Paris_au_metier_de_technicocommercial;Bac+0;Bac+2;2.0;120.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Bachelor_in_International_Business_Francais;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_international_et_de_la_gestion;Bac+0;Bac+3;3.0;180.0;oui;non;Les_Enjeux_internationaux_contemporains;Optionnel;;Pas_de_details_sur_le_contenu_du_cours
Ecole_commerce;Grenoble_Ecole_de_Management;Bachelor_in_International_Business_Francais;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_international_et_de_la_gestion;Bac+0;Bac+3;3.0;180.0;oui;non;Marketing_Durable;Optionnel;;Pas_de_details_sur_le_contenu_du_cours
Ecole_commerce;Grenoble_Ecole_de_Management;Bachelor_in_International_Business_Francais;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_international_et_de_la_gestion;Bac+0;Bac+3;3.0;180.0;oui;non;Developpement_durable_et_entrepreneuriat_social;Optionnel;;Pas_de_details_sur_le_contenu_du_cours
Ecole_commerce;Grenoble_Ecole_de_Management;Bachelor_in_International_Business_Francais;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_international_et_de_la_gestion;Bac+0;Bac+3;3.0;180.0;oui;non;Management_du_developpement_durable_des_destinations_touristiques;Optionnel;;Pas_de_details_sur_le_contenu_du_cours
Ecole_commerce;Grenoble_Ecole_de_Management;BAC_+3_Responsable_operationnel_dunite;Droit_Economie_Gestion;Gestion;Formation_dun_an_en_alternance_au_metier_de_responsable_operationnel_dunite;Bac+2;Bac+3;1.0;60.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Manager_des_Systemes_dInformation_et_du_Numerique_Titre_professionnel_de_niveau_1;Droit_Economie_Gestion;Gestion;Formation_specialisee_dans_le_management_de_la_transformation_digitale_et_dans_les_metiers_impactes_par_les_nouvelles_technologies;Bac+3;Bac+5;2.0;120.0;oui;non;Developpement_durable_et_SI;Obligatoire;;Pas_de_details_sur_le_contenu_du_cours
Ecole_commerce;Grenoble_Ecole_de_Management;Programme_Grande_Ecole;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_de_la_gestion_de_lindustrie_de_lentrepreunariat_du_conseil_du_marketing_et_de_la_finance;Bac+2;Bac+5;3.0;180.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Bachelor_in_International_Business_BIB_English_Track;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_international_et_de_la_gestion;Bac+0;Bac+3;3.0;180.0;oui;non;Ethical_Dimensions_of_International_Business;Obligatoire;;Pas_de_details_sur_le_contenu_du_cours
Ecole_commerce;Grenoble_Ecole_de_Management;Bachelor_in_International_Business_BIB_English_Track;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_international_et_de_la_gestion;Bac+0;Bac+3;3.0;180.0;oui;non;Sustainable_Marketing;Optionnel;;Pas_de_details_sur_le_contenu_du_cours
Ecole_commerce;Grenoble_Ecole_de_Management;Bachelor_in_International_Business_BIB_English_Track;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_international_et_de_la_gestion;Bac+0;Bac+3;3.0;180.0;oui;non;Sustainable_Development_in_the_Fashion_and_Design_Industry;Optionnel;;Pas_de_details_sur_le_contenu_du_cours
Ecole_commerce;Grenoble_Ecole_de_Management;Bachelor_in_International_Business_BIB_English_Track;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_international_et_de_la_gestion;Bac+0;Bac+3;3.0;180.0;oui;non;Sustainable_and_Social_Entrepreneurship;Optionnel;;Pas_de_details_sur_le_contenu_du_cours
Ecole_commerce;Grenoble_Ecole_de_Management;Bachelor_in_International_Business_BIB_English_Track;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_international_et_de_la_gestion;Bac+0;Bac+3;3.0;180.0;oui;non;Sustainable_Management_of_Tourist_Destinations;Optionnel;;Pas_de_details_sur_le_contenu_du_cours
Ecole_commerce;Grenoble_Ecole_de_Management;Undergraduate_Summer_School;Droit_Economie_Gestion;Gestion;Seminaire_dun_mois_sur_la_gestion_des_PME_et_le_marketing_international;Bac+2;Bac+2;0.0;12.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Master_in_International_Business_MIB;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_international_et_de_la_gestion;Bac+3;Bac+5;2.0;120.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;MSc_Entrepreneurship_Global_Marketing;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_de_lentrepreneuriat_et_du_marketing;Bac+3;Bac+5;2.0;120.0;oui;non;Socially_Responsible_Entrepreneurship_in_an_International_Context;Obligatoire;;Pas_de_details_sur_le_contenu_du_cours
Ecole_commerce;Grenoble_Ecole_de_Management;MSc_Fashion_Design_and_Luxury_Management;Droit_Economie_Gestion;Gestion;Formation_specialisee_dans_le_management_et_le_marketing_de_lindustrie_du_luxe;Bac+3;Bac+5;2.0;120.0;oui;non;Sustainable_Luxury_and_Design;Obligatoire;;Pas_de_details_sur_le_contenu_du_cours
Ecole_commerce;Grenoble_Ecole_de_Management;MSc_Finance;Droit_Economie_Gestion;Gestion;Formation_specialisee_en_Finance;Bac+3;Bac+5;2.0;120.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;MSc_Marketing_Management;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_marketing;Bac+3;Bac+5;2.0;120.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;MSc_Innovation_Strategy_and_Entrepreneurship;Droit_Economie_Gestion;Gestion;Formation_specialisee_en_entrepreunariat;Bac+3;Bac+5;2.0;120.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;MSc_Business_Development;Droit_Economie_Gestion;Gestion;Formation_specialisee_en_commerce_et_gestion;Bac+3;Bac+5;2.0;120.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;MSc_International_Human_Resource_Management;Droit_Economie_Gestion;Gestion;Formation_specialisee_aux_metiers_des_Ressources_Humaines;Bac+3;Bac+5;2.0;120.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;MSc_in_Humanitarian_Programme_Management;Droit_Economie_Gestion;Gestion;Formation_specialisee_aux_metiers_de_gestion_et_management_des_ONG;Bac+3;Bac+5;2.0;120.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Advanced_Master_in_Biotechnology_Management;Droit_Economie_Gestion;Gestion;Formation_visant_former_des_managers_specialistes_de_lindustrie_pharmaceutique;Bac+5;Bac+6;1.0;60.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Advanced_Masters_in_Digital_Business_Strategy;Droit_Economie_Gestion;Gestion;Formation_specialisee_dans_le_management_de_la_transformation_digitale_et_dans_les_metiers_impactes_par_les_nouvelles_technologies;Bac+5;Bac+6;1.0;60.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Advanced_Master_in_Energy_Marketing_and_Management;Droit_Economie_Gestion;Gestion;Formation_visant_former_des_managers_specialistes_de_la_filiere_et_des_marches_de_lenergie;Bac+5;Bac+6;1.0;60.0;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;MBA_Master_of_Business_Administration_3_years_experience;Droit_Economie_Gestion;Gestion;Formation_aux_metiers_du_commerce_de_la_gestion_de_lindustrie_de_lentrepreunariat_du_conseil_du_marketing_et_de_la_finance;Bac+3;Bac+5;1.0;60.0;oui;non;Sustainability_and_CSR;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Certificate_in_Finance;Droit_Economie_Gestion;Finance;Formation_continue_de_3_semaines_This_program_provides_you_with_the_knowledge_and_techniques_to_understand_finance_within_the_context_of_your_organization_and_to_achieve_optimum_performance_through_effective_financial_management;Tous_niveaux;Tous_niveaux;0.0;;non;non;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Certificate_in_Management_Consulting;Droit_Economie_Gestion;Gestion;Formation_continue_de_3_semaines_The_Certificate_in_Management_Consulting_is_an_intensive_3week_seminar_that_focuses_on_the_challenges_of_the_consulting_profession_The_program_is_aimed_at_managers_who_wish_to_pursue_a_career_either_as_independent_consultants_or_within_a_major_consulting_firm;Tous_niveaux;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Certificate_in_Digital_Management;Droit_Economie_Gestion;Gestion;Formation_continue_de_3_semaines_This_program_provides_professionals_from_diverse_backgrounds_with_knowledge_to_match_technology_with_strategic_business_orientation_and_project_management;Tous_niveaux;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Certificate_in_Innovation_Design_Thinking_Intrapreneurship;Droit_Economie_Gestion;Gestion;Formation_continue_de_1_3_semaines_The_Certificate_in_Innovation_Management_is_designed_for_professionals_working_in_environments_where_innovation_and_emerging_technologies_are_drivers_of_growth_and_competition;Tous_niveaux;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Certificate_In_International_Business_Development;Droit_Economie_Gestion;Gestion;Formation_continue_de_3_semaines_This_program_will_enable_you_to_acquire_general_knowledge_and_operational_tools_to_overcome_the_challenges_of_international_business_development_From_strategy_to_implementation_and_evaluation_participants_will_learn_how_to_analyze_create_and_execute_a_business_plan_to_enter_a_new_market;Tous_niveaux;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Certificate_in_Entrepreneurship;Droit_Economie_Gestion;Gestion;Formation_continue_de_3_semaines_This_certificate_covers_all_of_the_fundamentals_of_entrepreneurship_including_corporate_and_social_entrepreneurship_Participants_work_together_to_create_a_startup_project_search_for_business_models_and_experience_many_of_the_challenges_of_funding_and_growing_an_entrepreneurial_project;Tous_niveaux;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Certificate_in_Luxury_Brand_Management;Droit_Economie_Gestion;Gestion;Formation_continue_de_3_semaines_The_objective_of_the_Certificate_in_Luxury_brand_management_is_to_provide_professionals_from_various_background_with_specific_knowledge_of_luxury_goods_and_services_industries;Tous_niveaux;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;BADGE_Coach_Professionnel_niveau_1;Droit_Economie_Gestion;Gestion;Formation_continue_de_158h_sur_6_mois_Ce_programme_vise_former_des_personnes_ressources_pour_accompagner_des_organisations_des_equipes_et_des_individus_dans_leur_evolution_professionnelle;Bac+2;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;BADGE_Coach_Agile_Professionnel_niveau_2;Droit_Economie_Gestion;Gestion;Formation_continue_de_196h_sur_8_mois_ce_programme_vise_developper_les_competences_des_coachs_professionnels_en_abordant_les_dynamiques_relationnelles_de_groupe_et_les_problematiques_qui_en_resultent;Tous_niveaux;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Mindful_Leadership_Masterclass;Droit_Economie_Gestion;Gestion;Formation_continue_de_2_jours_La_Masterclass_Mindful_Leadership_a_ete_conue_afin_dinitier_les_participants_de_nouvelles_pratiques_manageriales_La_pleine_conscience_ou_Mindfulness_devient_le_fil_rouge_dun_management_au_service_de_lepanouissement_des_personnes_des_equipes_et_de_la_performance;Tous_niveaux;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Certificat_Cybersecurite_Gestion_des_Risques_et_de_la_Securite_de_linformation;Droit_Economie_Gestion;Gestion;Formation_continue_de_4_jours_ayant_pour_objectif_de_Definir_et_organiser_la_gouvernance_des_risques_lies_linformation_au_sein_de_lentreprise_et_de_lentreprise_elargieDefinir_et_piloter_le_dispositif_de_maitrise_des_risques_lies_linformationDefinir_et_superviser_le_dispositif_de_gestion_des_incidents_et_des_crisesEvaluer_regulierement_le_dispositif_de_gestion_des_risques_lies_linformationDiffuser_la_culture_de_prevention_des_risques_lies_linformation;Bac+2;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Certificat_Serious_Game_Designer;Droit_Economie_Gestion;Gestion;Formation_continue_de_5_jours_Le_Certificat_Serious_Game_Designer_vous_permet_dacquerir_les_competences_pour_developper_des_jeux_serieux_bases_sur_des_situations_professionnelles_complexes;Bac+3;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Certificat_serious_game_master;Droit_Economie_Gestion;Gestion;Formation_continue_ayant_pour_but_de_permettre_des_consultants_coachs_et_formateurs_dacceder_la_fonction_danimateur_et_de_facilitateur_de_jeux_serieux;Bac+3;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Certificat_RH_de_la_Transformation_Numerique;Droit_Economie_Gestion;Gestion;Formation_continue_de_105_heures_reparties_sur_5_mois_visant_former_des_professionnel_capables_de_prendre_en_compte_les_impacts_du_digital_sur_le_management_des_RH;Bac+3;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Certificat_en_Finance_dEntreprise_CFE;Droit_Economie_Gestion;Gestion;Le_CFE_240h_de_formation_est_un_cursus_complet_qui_couvre_tous_les_aspects_auxquels_sont_confrontes_les_professionnels_de_la_finance_aujourdhui_Il_est_conu_de_maniere_pragmatique_afin_de_fournir_un_socle_de_competences_haute_valeur_ajoutee_pour_les_entreprises_Une_large_part_du_contenu_sera_dediee_aux_problematiques_operationnelles_actuelles_grace_des_intervenants_de_premier_ordre_issus_tant_du_monde_universitaire_que_professionnel;Tous_niveaux;Tous_niveaux;0.0;;non;;;;;
Ecole_commerce;Grenoble_Ecole_de_Management;Certificat_Data_Asperger;Droit_Economie_Gestion;Gestion;"270 heures sur 5 mois en e-learning et présentiel, 40 heures en présentiel pour les habiletés sociales, 20 heures de coaching en entreprise, 3 mois de stage. ""Le volume de données à disposition des entreprises de tous les secteurs a explosé ces dernières années. Les profils capables de les exploiter font déjà partie des plus demandés par les recruteurs. Vous avez été diagnostiqué Asperger : votre rigueur, et votre capacité d’analyse font de vous un profil recherché pour répondre à ce besoin. """;Tous_niveaux;Tous_niveaux;1.0;;non;;;;;
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;non;non;Biologie;Optionnel;36.0;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Introduction_la_RSE;Obligatoire;16.0;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Transition_energetique_amenagement_urbain_et_mondialisation;Optionnel;16.0;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Qualite_de_vie_au_travail_et_parties_prenantes_dorganisations;Optionnel;16.0;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Produire_responsable;Optionnel;16.0;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Comprendre_et_debattre_sur_la_transition_ecologique;Optionnel;16.0;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Lcole_du_faireensemble;Optionnel;16.0;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Projet_etudiant_dentreprise_P2E;Obligatoire;32.0;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Energetique;Optionnel;36.0;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Ville_climat_et_societes_les_liaisons_dangereuses;Optionnel;16.0;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;oui;non;Stage_Engagement_Citoyen;Obligatoire;;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Transition_energetique_amenagement_urbain_et_mondialisation;Optionnel;16.0;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Qualite_de_vie_au_travail_et_parties_prenantes_dorganisations;Optionnel;16.0;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Cursus_ingenieur_en_3_ans;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Produire_responsable;Optionnel;16.0;Formation_initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Tronc_commun_de_2eme_annee_du_cursus_ingenieur;Bac+2;Bac+5;3.0;180.0;oui;oui;Penser_et_mettre_en_oeuvre_la_transition_ecologique_les_sciences_les_arts_et_la_litterature_la_rescousse;Optionnel;16.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Tronc_commun_de_2eme_annee_du_cursus_ingenieur;Bac+2;Bac+5;3.0;180.0;non;non;Stage_ingenieur;Obligatoire;20 semaines;Initiale
Ecole_ingenieurs;Centrale_Nantes;Programme_Grande_Ecole;Sciences_Technologie_Sante;Sciences_de_lingenieur;Tronc_commun_de_3eme_annee_du_cursus_ingenieur;Bac+2;Bac+5;3.0;180.0;non;non;Stage_de_fin_detudes;Obligatoire;25 semaines;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Ingenierie_de_Produits;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac+2;Bac+5;3.0;180.0;oui;non;Conception;Obligatoire;30.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Systemes_Embarques_et_Reseaux_Electriques;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac+2;Bac+5;3.0;180.0;oui;oui;Analyse_et_commande_de_systemes_electriques;Obligatoire;30.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Genie_Civil;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Formulation_des_betons;Obligatoire;30.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Genie_Civil;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Durabilite_des_ouvrages;Optionnel;30.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Sciences_de_lIngenieur_pour_lHabitat_et_lEnvironnement_Urbain;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Energetique;Obligatoire;30.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Sciences_de_lIngenieur_pour_lHabitat_et_lEnvironnement_Urbain;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Urban_issues;Obligatoire;30.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Sciences_de_lIngenieur_pour_lHabitat_et_lEnvironnement_Urbain;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Projet_1;Obligatoire;32.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Sciences_de_lIngenieur_pour_lHabitat_et_lEnvironnement_Urbain;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Acoustique_eclairement_et_ensoleillement;Obligatoire;30.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Sciences_de_lIngenieur_pour_lHabitat_et_lEnvironnement_Urbain;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Urban_hydrology_and_atmosphere;Obligatoire;30.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Sciences_de_lIngenieur_pour_lHabitat_et_lEnvironnement_Urbain;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Projet_2;Obligatoire;48.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Sciences_de_lIngenieur_pour_lHabitat_et_lEnvironnement_Urbain_Filiere_Habitat;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Thermique_du_batiment;Optionnel;30.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Sciences_de_lIngenieur_pour_lHabitat_et_lEnvironnement_Urbain_Filiere_Habitat;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Climatisation_et_traitement_de_lair;Optionnel;30.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Sciences_de_lIngenieur_pour_lHabitat_et_lEnvironnement_Urbain_Filiere_Habitat;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Materiaux_pour_lhabitat;Optionnel;30.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Sciences_de_lIngenieur_pour_lHabitat_et_lEnvironnement_Urbain_Filiere_Ingenierie_urbaine;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Applied_Urban_hydrology_and_atmosphere;Optionnel;30.0;Initiale
Ecole_ingenieurs;Centrale_Nantes;Option_Sciences_de_lIngenieur_pour_lHabitat_et_lEnvironnement_Urbain_Filiere_Ingenierie_urbaine;Sciences_Technologie_Sante;Sciences_de_lingenieur;Option_de_2e_ou_3e_annee;Bac_+2;Bac_+5;3.0;180.0;oui;oui;Energie_lechelle_de_la_ville;Optionnel;30.0;Initiale
