"Autres","Université Paris-Dauphine","M2 parcours MBA - Management International (DEP)","Droit, Economie, Gestion","Gestion","La mention Management International vise à préparer les étudiants à travailler dans un monde globalisé sous des angles complémentaires. Le parcours en apprentissage (MIB) met l’accent sur l'acquisition de compétences en gestion de projet, digital et globalisation. Il développe une compréhension des enjeux technologiques ainsi que des compétences opérationnelles (présentation orale, rédaction de synthèses, travail en équipe). Le parcours formation continue est quant à lui spécialisé sur la compréhension et la pratique du management interculturel.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/M5MAI403/programme//","Non indiqué ","Non indiqué ","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","Management des entreprises dans les pays émergents et en développement (MPED)","Droit, Economie, Gestion","Gestion","La mention Management International vise à préparer les étudiants à travailler dans un monde globalisé sous des angles complémentaires. Le parcours en apprentissage (MIB) met l’accent sur l'acquisition de compétences en gestion de projet, digital et globalisation. Il développe une compréhension des enjeux technologiques ainsi que des compétences opérationnelles (présentation orale, rédaction de synthèses, travail en équipe). Le parcours formation continue est quant à lui spécialisé sur la compréhension et la pratique du management interculturel.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/M5MAI403/programme//","Non indiqué ","Non indiqué ","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Management stratégique et conseil en formation initiale","Droit, Economie, Gestion","Gestion","Connaissances fondamentales en politique générale, organisation, systèmes d'information et gestion des ressources humaines. Maîtriser les méthodes quantitatives et qualitatives, les techniques de recherche et d'études et leurs soubassements théoriques. Développement de savoir-faire : rédaction de rapports d'analyse, aide à la prise de décision stratégique, diagnostic organisationnel et concurrentiel. Capacité à évoluer dans le monde des entreprises à travers l'apprentissage du travail en équipe, l'acquisition de qualités d'anticipation et d'organisation, la communication orale et écrite dans plusieurs langues et la maîtrise des TICE","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MSC/programme//","Oui","Non","Responsabilité dans l'entreprise et développement durable","Les limites de l’intégration des objectifs de développement durable dans le management stratégique de l’entreprise","Optionnel","2.0","18.0","Examen terminal, Présence aux cours obligatoire","","1.0"
"Autres","Université Paris-Dauphine","M1 Management stratégique et conseil en apprentissage","Droit, Economie, Gestion","Gestion","Connaissances fondamentales en politique générale, organisation, systèmes d'information et gestion des ressources humaines. Maîtriser les méthodes quantitatives et qualitatives, les techniques de recherche et d'études et leurs soubassements théoriques. Développement de savoir-faire : rédaction de rapports d'analyse, aide à la prise de décision stratégique, diagnostic organisationnel et concurrentiel. Capacité à évoluer dans le monde des entreprises à travers l'apprentissage du travail en équipe, l'acquisition de qualités d'anticipation et d'organisation, la communication orale et écrite dans plusieurs langues et la maîtrise des TICE","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MSC/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Politique générale et stratégie des organisations (101)","Droit, Economie, Gestion","Gestion","Connaissances fondamentales en politique générale, organisation, systèmes d'information et gestion des ressources humaines. Maîtriser les méthodes quantitatives et qualitatives, les techniques de recherche et d'études et leurs soubassements théoriques. Développement de savoir-faire : rédaction de rapports d'analyse, aide à la prise de décision stratégique, diagnostic organisationnel et concurrentiel. Capacité à évoluer dans le monde des entreprises à travers l'apprentissage du travail en équipe, l'acquisition de qualités d'anticipation et d'organisation, la communication orale et écrite dans plusieurs langues et la maîtrise des TICE","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MSC/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Entrepreneuriat et projets innovants (264)","Droit, Economie, Gestion","Gestion","Connaissances fondamentales en politique générale, organisation, systèmes d'information et gestion des ressources humaines. Maîtriser les méthodes quantitatives et qualitatives, les techniques de recherche et d'études et leurs soubassements théoriques. Développement de savoir-faire : rédaction de rapports d'analyse, aide à la prise de décision stratégique, diagnostic organisationnel et concurrentiel. Capacité à évoluer dans le monde des entreprises à travers l'apprentissage du travail en équipe, l'acquisition de qualités d'anticipation et d'organisation, la communication orale et écrite dans plusieurs langues et la maîtrise des TICE","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MSC/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Business consulting in organization and IT (128)","Droit, Economie, Gestion","Gestion","Connaissances fondamentales en politique générale, organisation, systèmes d'information et gestion des ressources humaines. Maîtriser les méthodes quantitatives et qualitatives, les techniques de recherche et d'études et leurs soubassements théoriques. Développement de savoir-faire : rédaction de rapports d'analyse, aide à la prise de décision stratégique, diagnostic organisationnel et concurrentiel. Capacité à évoluer dans le monde des entreprises à travers l'apprentissage du travail en équipe, l'acquisition de qualités d'anticipation et d'organisation, la communication orale et écrite dans plusieurs langues et la maîtrise des TICE","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MSC/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Management des ressources humaines en formation initiale","Droit, Economie, Gestion","Gestion","Former de futurs DRH exerçant des activités professionnelles de cadres, consultants et experts polyvalents, capables de s'adapter aux fluctuations des besoins dans les ressources humaines.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MRH/programme//","Oui","Non","Responsabilité sociale de l'entreprise","Démarche de RSE, limites, développements possibles","Obligatoire","2.0","36.0","examen final","","1.0"
"Autres","Université Paris-Dauphine","M1 Management des ressources humaines en apprentissage","Droit, Economie, Gestion","Gestion","Le Master Management des RH vise à l'acquisition par les étudiants de la capacité à assumer les responsabilités stratégiques et sociétales, qui incombent au DRH, et à maîtriser l'ensemble des dimensions de la fonction.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MRH/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Management stratégique des ressources humaines (231)","Droit, Economie, Gestion","Gestion","Le cursus se caractérise par la place accordée à une vision globale de la gestion et de l'organisation à travers notamment la place qu'ont les sciences sociales dans les parcours (M2) et par le fait qu'elles sont en lien avec des questions essentielles de la gestion et des organisations.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MRH/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Management travail et développement social (DEP)","Droit, Economie, Gestion","Gestion","Le cursus se caractérise par la place accordée à une vision globale de la gestion et de l'organisation à travers notamment la place qu'ont les sciences sociales dans les parcours (M2) et par le fait qu'elles sont en lien avec des questions essentielles de la gestion et des organisations.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MRH/programme//","Non indiqué ","Non indiqué ","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours MBA management des ressources humaines en formation continue (DEP)","Droit, Economie, Gestion","Gestion","Le cursus se caractérise par la place accordée à une vision globale de la gestion et de l'organisation à travers notamment la place qu'ont les sciences sociales dans les parcours (M2) et par le fait qu'elles sont en lien avec des questions essentielles de la gestion et des organisations.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MRH/programme//","Non indiqué ","Non indiqué ","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Négociation et relations sociales (DEP)","Droit, Economie, Gestion","Gestion","Le cursus se caractérise par la place accordée à une vision globale de la gestion et de l'organisation à travers notamment la place qu'ont les sciences sociales dans les parcours (M2) et par le fait qu'elles sont en lien avec des questions essentielles de la gestion et des organisations.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MRH/programme//","Non indiqué ","Non indiqué ","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Marketing & Stratégie en formation initiale","Droit, Economie, Gestion","Gestion","Le Master Marketing & Stratégie forme des professionnels curieux et agiles au profil complet, opérationnels en sortie d’études et susceptibles de développer une vision stratégique. Objectif : prendre rapidement des responsabilités managériales, dans un contexte de forte digitalisation et de transformation de nos métiers.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Oui","Non","Comportement du consommateur","Développement durable, de commerce équitable et d’éthique","Obligatoire","5.0","30.0","     Contrôle continu : 50% (QCMs, exposés et examen partiel)     Contrôle final pour : 50%","","1.0"
"Autres","Université Paris-Dauphine","M1 Marketing & Stratégie en formation initiale","Droit, Economie, Gestion","Gestion","Le Master Marketing & Stratégie forme des professionnels curieux et agiles au profil complet, opérationnels en sortie d’études et susceptibles de développer une vision stratégique. Objectif : prendre rapidement des responsabilités managériales, dans un contexte de forte digitalisation et de transformation de nos métiers.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Oui","Non","Stratégie 3 : innovation et société","Approche « ressources compétences » capable d’assurer à l’entreprise des compétences distinctives, RSE et marketing durable","Obligatoire","4.0","30.0","     Examen final : 40%     Contrôle continu (Participation, projet, mini examen, etc.) : 60%","","1.0"
"Autres","Université Paris-Dauphine","M1 Marketing & Stratégie en apprentissage","Droit, Economie, Gestion","Gestion","Le Master Marketing & Stratégie forme des professionnels curieux et agiles au profil complet, opérationnels en sortie d’études et susceptibles de développer une vision stratégique. Objectif : prendre rapidement des responsabilités managériales, dans un contexte de forte digitalisation et de transformation de nos métiers.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Business development - MeM (276)","Droit, Economie, Gestion","Gestion","Le Master Marketing & Stratégie forme des professionnels curieux et agiles au profil complet, opérationnels en sortie d’études et susceptibles de développer une vision stratégique. Objectif : prendre rapidement des responsabilités managériales, dans un contexte de forte digitalisation et de transformation de nos métiers.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Oui","Non","Stratégie et responsabilité sociale des entreprises","RSE, enjeux et défis, pratiques stratégiques ","Obligatoire","3.0","21.0","Rédaction d’une « Fiche dilemme » (Travail oral & écrit en groupe) : 25% Rédaction d’un « Rapport d’audit » (Travail écrit en groupe ) : 50% Rédaction d’une « Fiche critique » sur un rapport d’audit (Travail écrit en groupe) : 25% ","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Chef de produit et études marketing (204)","Droit, Economie, Gestion","Gestion","Le Master Marketing & Stratégie forme des professionnels curieux et agiles au profil complet, opérationnels en sortie d’études et susceptibles de développer une vision stratégique. Objectif : prendre rapidement des responsabilités managériales, dans un contexte de forte digitalisation et de transformation de nos métiers.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Communication-marketing (208)","Droit, Economie, Gestion","Gestion","Le Master Marketing & Stratégie forme des professionnels curieux et agiles au profil complet, opérationnels en sortie d’études et susceptibles de développer une vision stratégique. Objectif : prendre rapidement des responsabilités managériales, dans un contexte de forte digitalisation et de transformation de nos métiers.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Conseil et recherche (102)","Droit, Economie, Gestion","Gestion","Le Master Marketing & Stratégie forme des professionnels curieux et agiles au profil complet, opérationnels en sortie d’études et susceptibles de développer une vision stratégique. Objectif : prendre rapidement des responsabilités managériales, dans un contexte de forte digitalisation et de transformation de nos métiers.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Distribution et relation client (206)","Droit, Economie, Gestion","Gestion","Le Master Marketing & Stratégie forme des professionnels curieux et agiles au profil complet, opérationnels en sortie d’études et susceptibles de développer une vision stratégique. Objectif : prendre rapidement des responsabilités managériales, dans un contexte de forte digitalisation et de transformation de nos métiers.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Management du luxe (207)","Droit, Economie, Gestion","Gestion","Le Master Marketing & Stratégie forme des professionnels curieux et agiles au profil complet, opérationnels en sortie d’études et susceptibles de développer une vision stratégique. Objectif : prendre rapidement des responsabilités managériales, dans un contexte de forte digitalisation et de transformation de nos métiers.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Parcours Actuariat","Sciences, Technologie, Santé","Mathématiques","Adossés au laboratoire CEREMADE, Unité Mixte du CNRS en mathématiques appliquées d'excellente renommée internationale, les parcours de la mention Mathématiques Appliquées visent à former des spécialistes en mathématiques appliquées à la modélisation et à l'analyse quantitative de problèmes variés provenant du secteur tertiaire, tout particulièrement liés à l'évaluation du risque et à la décision, dans des contextes qui requièrent des outils mathématiques avancés.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Parcours Méthodes mathématiques en économie","Sciences, Technologie, Santé","Mathématiques","Adossés au laboratoire CEREMADE, Unité Mixte du CNRS en mathématiques appliquées d'excellente renommée internationale, les parcours de la mention Mathématiques Appliquées visent à former des spécialistes en mathématiques appliquées à la modélisation et à l'analyse quantitative de problèmes variés provenant du secteur tertiaire, tout particulièrement liés à l'évaluation du risque et à la décision, dans des contextes qui requièrent des outils mathématiques avancés.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Parcours Mathématiques approfondies","Sciences, Technologie, Santé","Mathématiques","Adossés au laboratoire CEREMADE, Unité Mixte du CNRS en mathématiques appliquées d'excellente renommée internationale, les parcours de la mention Mathématiques Appliquées visent à former des spécialistes en mathématiques appliquées à la modélisation et à l'analyse quantitative de problèmes variés provenant du secteur tertiaire, tout particulièrement liés à l'évaluation du risque et à la décision, dans des contextes qui requièrent des outils mathématiques avancés.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Parcours Statistiques","Sciences, Technologie, Santé","Mathématiques","Adossés au laboratoire CEREMADE, Unité Mixte du CNRS en mathématiques appliquées d'excellente renommée internationale, les parcours de la mention Mathématiques Appliquées visent à former des spécialistes en mathématiques appliquées à la modélisation et à l'analyse quantitative de problèmes variés provenant du secteur tertiaire, tout particulièrement liés à l'évaluation du risque et à la décision, dans des contextes qui requièrent des outils mathématiques avancés.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Parcours Actuariat","Sciences, Technologie, Santé","Mathématiques","Adossés au laboratoire CEREMADE, Unité Mixte du CNRS en mathématiques appliquées d'excellente renommée internationale, les parcours de la mention Mathématiques Appliquées visent à former des spécialistes en mathématiques appliquées à la modélisation et à l'analyse quantitative de problèmes variés provenant du secteur tertiaire, tout particulièrement liés à l'évaluation du risque et à la décision, dans des contextes qui requièrent des outils mathématiques avancés.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Parcours MASEF : Mathématiques de l'Assurance de l'Economie et de la Finance ","Sciences, Technologie, Santé","Mathématiques","Adossés au laboratoire CEREMADE, Unité Mixte du CNRS en mathématiques appliquées d'excellente renommée internationale, les parcours de la mention Mathématiques Appliquées visent à former des spécialistes en mathématiques appliquées à la modélisation et à l'analyse quantitative de problèmes variés provenant du secteur tertiaire, tout particulièrement liés à l'évaluation du risque et à la décision, dans des contextes qui requièrent des outils mathématiques avancés.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Parcours MASH : Mathématiques, Apprentissage et Sciences Humaines","Sciences, Technologie, Santé","Mathématiques","Adossés au laboratoire CEREMADE, Unité Mixte du CNRS en mathématiques appliquées d'excellente renommée internationale, les parcours de la mention Mathématiques Appliquées visent à former des spécialistes en mathématiques appliquées à la modélisation et à l'analyse quantitative de problèmes variés provenant du secteur tertiaire, tout particulièrement liés à l'évaluation du risque et à la décision, dans des contextes qui requièrent des outils mathématiques avancés.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Parcours ISF : Ingénierie statistique et financière","Sciences, Technologie, Santé","Mathématiques","Adossés au laboratoire CEREMADE, Unité Mixte du CNRS en mathématiques appliquées d'excellente renommée internationale, les parcours de la mention Mathématiques Appliquées visent à former des spécialistes en mathématiques appliquées à la modélisation et à l'analyse quantitative de problèmes variés provenant du secteur tertiaire, tout particulièrement liés à l'évaluation du risque et à la décision, dans des contextes qui requièrent des outils mathématiques avancés.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Parcours Ingénierie statistique et financière en apprentissage","Sciences, Technologie, Santé","Mathématiques","Adossés au laboratoire CEREMADE, Unité Mixte du CNRS en mathématiques appliquées d'excellente renommée internationale, les parcours de la mention Mathématiques Appliquées visent à former des spécialistes en mathématiques appliquées à la modélisation et à l'analyse quantitative de problèmes variés provenant du secteur tertiaire, tout particulièrement liés à l'évaluation du risque et à la décision, dans des contextes qui requièrent des outils mathématiques avancés.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Parcours Analyse et probabilités","Sciences, Technologie, Santé","Mathématiques","Adossés au laboratoire CEREMADE, Unité Mixte du CNRS en mathématiques appliquées d'excellente renommée internationale, les parcours de la mention Mathématiques Appliquées visent à former des spécialistes en mathématiques appliquées à la modélisation et à l'analyse quantitative de problèmes variés provenant du secteur tertiaire, tout particulièrement liés à l'évaluation du risque et à la décision, dans des contextes qui requièrent des outils mathématiques avancés.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MS/programme//#FRUAI0750736TPRPRM1FHMS","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","Master 1 - Institutions, Organisations, Economie et Société","Droit, Economie, Gestion","Economie","Fruit de la collaboration entre L’École des Hautes Études en Sciences Sociales, Paris-Dauphine et MINES ParisTech, cette formation pluridisciplinaire à la recherche et par la recherche a pour ambition de former une nouvelle génération de chercheurs et d’experts, capables de renouveler l’analyse des politiques, des institutions, des organisations et des acteurs cruciaux de l’économie contemporaine. ","Bac+3","Bac+4","1.0","60.0","https://www.psl.eu/sites/default/files/18_04_17_ioes_brochure.pdf","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","Master 2 - Institutions, Organisations, Economie et Société","Droit, Economie, Gestion","Economie","Fruit de la collaboration entre L’École des Hautes Études en Sciences Sociales, Paris-Dauphine et MINES ParisTech, cette formation pluridisciplinaire à la recherche et par la recherche a pour ambition de former une nouvelle génération de chercheurs et d’experts, capables de renouveler l’analyse des politiques, des institutions, des organisations et des acteurs cruciaux de l’économie contemporaine. ","Bac+4","Bac+5","1.0","60.0","https://www.psl.eu/sites/default/files/18_04_17_ioes_brochure.pdf","Oui","Non","Environnement et capitalisme","Questions environnementales et les manières de les gouverner","Obligatoire","Non indiqué ","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Diplômes d'Université
Humanités et Management (formation initiale)","Sciences Humaines et sociales","Management","Destinée aux étudiants en Sciences humaines et sociales de niveau Master désireux de rejoindre le monde de l'entreprise, cette formation en 1 an a pour but de faire émerger une nouvelle génération de managers à haut potentiel. Des managers plus réactifs, créatifs et sensibles aux enjeux sociétaux complexes.","Bac+5","Bac+6","1.0","Non indiqué ","http://formations.dauphine.fr/offre/fr-FR/fiche/DUHM/programme//#FRUAI0750736TPRPRDUHM","Oui","Non indiqué ","Les grandes questions contemporaines de l'économie ","Non indiqué ","Obligatoire","4.0","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Diplômes d'Université
Humanités et Management (formation initiale)","Sciences Humaines et sociales","Management","Destinée aux étudiants en Sciences humaines et sociales de niveau Master désireux de rejoindre le monde de l'entreprise, cette formation en 1 an a pour but de faire émerger une nouvelle génération de managers à haut potentiel. Des managers plus réactifs, créatifs et sensibles aux enjeux sociétaux complexes.","Bac+5","Bac+6","2.0","Non indiqué ","http://formations.dauphine.fr/offre/fr-FR/fiche/DUHM/programme//#FRUAI0750736TPRPRDUHM","Oui","Non indiqué ","L'entreprise et sa responsabilité sociale ","Non indiqué ","Obligatoire","4.0","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","DU Chartered Financial Analyst (CFA) (formation initiale)","Droit, Economie, Gestion","Economie","Il prépare au CFA Level 1, à la certification AMF et organise des sessions pour le Bloomberg Assessment Test.  Le DU permet donc à un étudiant à la fois de passer en quelques mois la première étape du CFA, d'avoir la certification AMF tout en réalisant des stages en finance. ","Bac+5","Bac+6","1.0","Non indiqué ","http://formations.dauphine.fr/offre/fr-FR/fiche/DUCFA/description","Non indiqué ","","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","DU Management dans les pays en développement (formation initiale)","Droit, Economie, Gestion","Economie","(Fermé pour les années universitaires 2015, 2016 et 2017 - Réouverture prévue dans le cadre d'un Master 2 pour la rentrée universitaire 2018-2019)","","","","","","","","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","DU Droits des assurances (en Alternance)","Droit, Economie, Gestion","Gestion","La formation vise à délivrer les connaissances et les mécanismes de raisonnement qui permettent aux diplômés d'exercer leur compétence dans tous les secteurs de la vie économique : entreprises d'assurance et de réassurance, ainsi qu'intermédiaires d'assurance, entreprises assurées dont les plus importantes disposes de services ""Risques et Assurances"" très étoffés, sans omettre le Barreau, les autorités de contrôle (dont l'APCR), les associations de consommateurs, etc.","Bac+3","Bac+5","2.0","Non indiqué  (obtention DU +  Master 2 Droit des assurances)","http://formations.dauphine.fr/offre/fr-FR/fiche/DUDA/programme//","Non","","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","Executive master & Diplôme universitaire","Droit, Economie, Gestion","Gestion principalement","Type MBA pour pro","Tous niveaux","","","","http://www.formation-continue.dauphine.fr/offre-de-formation/executive-master-diplome-universitaire.html","Improbable","Non","Diplôme d'Université, Business Management Parcours Entrepreneur Social","Don et économie circulaire","","","","","","1.0"
"Autres","Université Paris-Dauphine","Magistère Banque, Finance, Assurance (BFA)","Droit, Economie, Gestion","Economie","Le Magistère d'économie Banque, Finance, Assurance est un cursus d'excellence formant des praticiens de haut niveau capables de s'adapter. La professionnalisation, les nouvelles technologies, la mise en oeuvre de projets innovants et l'ouverture internationale sont ainsi au coeur de la formation.","Bac+2","Bac+5","3.0","Non indiqué ","http://formations.dauphine.fr/offre/fr-FR/fiche/MGBFA/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","Magistère Sciences de gestion","Droit, Economie, Gestion","Gestion","L’objectif du Magistère de Sciences de Gestion de l’Université Paris-Dauphine est de former en trois années intégrées, un petit nombre de gestionnaires de très haut niveau, maîtrisant les méthodes les plus performantes utilisées pour la gestion des entreprises et possédant, en outre une excellente connaissance des langues étrangères pour aborder le monde des affaires dans sa composante internationale.","Bac+2","Bac+5","3.0","Non indiqué ","http://magistere.gestion.dauphine.fr/formation/programme.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","Certificats et préparations aux concours","","","","","","","","http://www.formation-continue.dauphine.fr/offre-de-formation/les-certificats.html","Oui","Non indiqué ","Développement durable & RSE","Certificat Indicateurs Extra-financiers","","","","","http://www.indicateurs-extra-financiers.dauphine.fr/presentation-du-certificat.html","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
