"","ETABLISSEMENT","","","","","FORMATION","","","","","","","UNITE DE VALEUR (COURS)","","","","","","",""
"Université","Université de Strasbourg","Micro et nano-électronique (MNE)","Sciences, Technologie, Santé","MASTER - Physique appliquée et ingénierie physique","non indiqué","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME176&cHash=cd509ce54cba2137f8057bd504a8536b#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Complément au parcours MNE pour le CMI MNE","Sciences, Technologie, Santé","MASTER - Physique appliquée et ingénierie physique","non indiqué","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME176&cHash=cd509ce54cba2137f8057bd504a8536b#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Neuropsychologie cognitive clinique","Sciences Humaines et sociales","MASTER - Psychologie"," Le neuropsychologue a pour activité principale d’évaluer en en détail les capacités cognitives d'un patient ayant subi des lésions cérébrales. Le neuropsychologue doit identifier les fonctions cognitives qui sont restées relativement ou totalement préservées, celles qui présentent des déficits, et, le cas échéant, de mettre en place un programme de rééducation neuropsychologique en s’appuyant sur les capacités existantes du patient.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME104&cHash=cb869c17ec3e13b92ab4f156e3e3d6a3#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Psychologue clinique du développement et des apprentissages : enfance, adolescence, vieillissement","Sciences Humaines et sociales","MASTER - Psychologie","Cette formation vise à assurer la qualification des futurs psychologues cliniciens en référence au développement normal et psychopathologique en interaction avec les différents milieux de vie. Elle comprend l'étude spécifique des déficiences (e.g. déficiences sensorielles) et de leurs conséquences sur le développement, ainsi que des aspects involutifs liés au vieillissement. Elle vise à transmettre aux étudiants les outils nécessaires aux différentes missions du psychologue clinicien : diagnostic, prise en charge, psychothérapie, évaluation, expertise, conseil, formation et recherche, dans le respect du code de déontologie des psychologues. Dans ce cadre, l'étudiant est amené à : 1. combiner diverses approches complémentaires (clinique, neuropsychologique, expérimentale) dans l'étude des problèmes liés au développement de l'individu et aux déficiences ; 2. acquérir les connaissances et méthodes nécessaires à la conception et à la réalisation de recherches (terrain / laboratoire).","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME104&cHash=cb869c17ec3e13b92ab4f156e3e3d6a3#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Psychologie clinique en thérapie comportementale et cognitive","Sciences Humaines et sociales","MASTER - Psychologie","Les thérapies comportementales et cognitives

Les thérapies comportementales et cognitives (TCC) sont utilisées par les psychologues et les psychiatres pour traiter, seules ou en association avec les traitements médicamenteux, de nombreux troubles mentaux comme :

    les troubles anxieux (troubles paniques, phobies, phobies sociales, stress, stress post-traumatique, anxiété généralisée, troubles obsessionnels-compulsifs, etc.
    les addictions (alcool, tabac, drogues, jeu pathologique, etc.) et les troubles du comportement alimentaire
    les troubles dépressifs
    les pathologies annexes (insomnie, douleur, etc.).
","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME104&cHash=cb869c17ec3e13b92ab4f156e3e3d6a3#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Psychopathologie, psychologie clinique et psychanalyse","Sciences Humaines et sociales","MASTER - Psychologie : psychopathologie clinique psychanalytique"," Cette formation et ce diplôme permettent d’exercer le métier de psychologue. Les étudiants accèdent de plein droit au titre professionnel de psychologue suivant les conditions fixées par la loi n°85-772 du 25 juillet 1985, portant diverses dispositions d'ordre social (version consolidée le 27 août 2005). Ce diplôme permet également de poursuivre (sous conditions) des études doctorales en sciences humaines et sociales dans les champs de la psychologie clinique, de la psychopathologie, et de la psychanalyse.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME106&cHash=8770be66aa392982eaeefeaf71a38598#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Psychologie sociale, du travail et des organisations","Sciences Humaines et sociales","MASTER - Psychologie sociale, du travail et des organisations","Connaissances disciplinaires théoriques :

    Concepts et théories récentes en psychologie sociale fondamentale et appliquée au travail: jugement, motivation, émotion, risque, pouvoir, conflit, résistance au changement,…
    Concepts et théories en psychologie du travail et des organisations : gestion des ressources humaines, évaluation et bilan de compétences, risques psychosociaux, ergonomie et santé au travail,…
","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME105&cHash=c9e4e316ef198f218cbef0def19d2597#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Management de la qualité","Droit, Economie, Gestion","MASTER - Qualité, hygiène, sécurité","Le professionnel titulaire du Master MQ réalise des missions de management de projets, de gestion et maîtrise de la qualité, de gestion des ressources, d’animation d’équipes, de management par la qualité et de management intégré (qualité, sécurité et environnement). Il assure les activités de pilotage des processus de production de biens et de services, dans le cadre de l'amélioration de la performance en termes de coût, qualité, délai. ","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME169&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN19601&cHash=a682961f44075b07a5f5f60d1f1a0773","Oui","Improbable","Environnement et développement durable - ISO 14001","non indiqué","Obligatoire","non indiqué","16.0","non indiqué","","1.0"
"Université","Université de Strasbourg","Les frontières : coopérations et conflits","Droit, Economie, Gestion","MASTER - Relations internationales","Ce parcours de spécialité vise à former les étudiants aux métiers de l’international grâce à l’étude géopolitique des frontières. Les frontières du monde sont étudiées en tant qu’objet de coopération et de conflit, avec une attention particulière attachée aux différentes zones d’intégration régionale (area studies) et aux conflits frontaliers (border disputes). L’approche est pluridisciplinaire articulant notamment une vision historique, géopolitique et géographique des Border Studies.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME83&cHash=fbd2105f3bd6a20f2af8b43ac45d9fd6#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Mondialisation et enjeux transnationaux","Droit, Economie, Gestion","MASTER - Relations internationales"," Le parcours « Mondialisation et enjeux transnationaux » propose une approche pluridisciplinaire des relations internationales centrée sur les processus de mondialisation. Il en appréhende toutes les dimensions actuelles – politique, économique, culturelle – et en présente, dans toute leur complexité et à différentes échelles, les principaux enjeux – dynamiques générales, dimensions transnationales, transferts et interdépendance. Il analyse en particulier le rôle des acteurs de la globalisation et ses modes de gouvernance.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME83&cHash=fbd2105f3bd6a20f2af8b43ac45d9fd6#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Négociations et expertises internationales","Droit, Economie, Gestion","MASTER - Relations internationales"," Ce parcours de spécialité vise à former les étudiants aux métiers de l’international grâce à l’articulation entre négociation et expertise, qui permet d’analyser d’une part les interactions entre acteurs internationaux, d’autre part la constitution d’un savoir spécifique. Ainsi, l’ensemble des enseignements dispensés dans ce parcours pluridisciplinaire, associant approche théorique, études de cas, formation à la veille stratégique et mises en situation professionnelles, explore la mise en œuvre de nouvelles pratiques liées à ces enjeux spécifiques de l’action internationale. Ce parcours bénéficie du programme franco-américain Fulbright permettant d’inviter un enseignant-chercheur américain spécialiste des enjeux de négociation internationale.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME83&cHash=fbd2105f3bd6a20f2af8b43ac45d9fd6#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Épidémiologie, recherche clinique, évaluation","Sciences, Technologie, Santé","MASTER - Santé publique","non indiqué","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME196&cHash=142ec76f82f82950b7c3dbf9d9411c2f#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Intervention en promotion de la santé","Sciences, Technologie, Santé","MASTER - Santé publique","non indiqué","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME196&cHash=142ec76f82f82950b7c3dbf9d9411c2f#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Santé, environnement et politique","Droit, Economie, Gestion","MASTER - Science politique","Portée conjointement par l’Institut d’études politiques (IEP de Strasbourg) et la Faculté de médecine, cette offre de formation interdisciplinaire repose sur la collaboration d’équipes pédagogiques des deux composantes. La santé et l’environnement sont deux domaines majeurs intervenant dans le bien-être, l’économie et les politiques publiques des sociétés du 21e siècle. L’élaboration et la mise en œuvre de normes et de dispositifs publics et la genèse d’enjeux sociétaux renouvelés (environnement, santé, vieillissement, vulnérabilités sociales, ville, culture, médias, genre) incitent à repenser actions publiques et intégrations sectorielles dans un nouveau dialogue entre acteurs professionnels (santé, pharmacie, sciences de la vie, environnement) et acteurs politiques.","Bac+4","Bac+5","1.0","60.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME253&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN24600&cHash=a8a1ee8358908c69adaca27a11a6c936","Oui","Improbable","Sciences sociales de la santé et de l'environnement","non indiqué","Obligatoire","non indiqué","18.0","non indiqué","","1.0"
"Université","Université de Strasbourg","Pédagogie en sciences de la santé","Sciences Humaines et sociales","MASTER - Sciences de l'éducation","non indiqué","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME210&cHash=e3fa4ad700916effb45ae91a789af3e9#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Conception formation technologie","Sciences Humaines et sociales","MASTER - Sciences de l'éducation ","non indiqué","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME150&cHash=d2e8191afa95bd784b4a83a7344ee609#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Éducation thérapeutique du patient","Sciences Humaines et sociales","MASTER - Sciences de l'éducation ","non indiqué","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME150&cHash=d2e8191afa95bd784b4a83a7344ee609#data-rof-tab-presentation","Non indiqué","Non indiqué","","","","","","","","1.0"
"Université","Université de Strasbourg","Éducation, inclusion, intervention","Sciences Humaines et sociales","MASTER - Sciences de l'éducation ","non indiqué","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME150&cHash=d2e8191afa95bd784b4a83a7344ee609#data-rof-tab-presentation","Non indiqué","Non indiqué","","","","","","","","1.0"
"Université","Université de Strasbourg","Ingénierie de la formation et des compétences","Sciences Humaines et sociales","MASTER - Sciences de l'éducation ","être capable de problématiser les questions de formation et de gestion par les compétences
- être capable d’élaborer et de mobiliser la conceptualisation des pratiques et des modèles de pratiques dans la formation, l’orientation, l’insertion et les parcours professionnels des adultes
- être capable de concevoir des dispositifs, des parcours et des actions de formation et de développement des compétences
- être capable de formaliser des démarches et des instruments de formation et d’évaluation dans les organisations et plus généralement dans le cadre d’actions liées à des politiques d’emploi et de valorisation des personnes sur le marché du travail","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME150&cHash=d2e8191afa95bd784b4a83a7344ee609#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Ingénierie de l'intervention en milieu socio-éducatif","Sciences Humaines et sociales","MASTER - Sciences de l'éducation ","non indiqué","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME150&cHash=d2e8191afa95bd784b4a83a7344ee609#data-rof-tab-presentation","Non indiqué","Non indiqué","","","","","","","","1.0"
"Université","Université de Strasbourg","Ingénierie des systèmes numériques virtuels pour l'apprentissage","Sciences Humaines et sociales","MASTER - Sciences de l'éducation ","Objectifs pédagogiques de la formation Master 2 SYNVA :

    former des étudiants des Sciences de l'Éducation aux technologies du numérique pour la conception de projets de recherche-développement à visée d’apprentissage et de formation ;
    former des concepteurs et développeurs d’applications pédagogiques numériques émergentes (réalité virtuelle, augmentée, immersion 3D) utilisant des méthodes et des outils de recherche issus de l'ingénierie de la formation, des sciences cognitives, ergonomie et sémiotique des interfaces IHM
    former des professionnels et l’éducation et des étudiants issus des filières SHS, telles la sociologie, la psychologie, les arts, etc. aux approches de conception d’applications pédagogiques numériques émergentes (réalité virtuelle, augmentée, immersion 3D) utilisant des méthodes et des outils de recherche issus de l’informatique, de l'ingénierie de la formation.
","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME150&cHash=d2e8191afa95bd784b4a83a7344ee609#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Tuteurs et formateurs d'enseignants","Sciences Humaines et sociales","MASTER - Sciences de l'éducation ","Le parcours « Tuteur et formateur d’enseignants (TFE) » vise à construire les compétences spécifiques des enseignants tuteurs et formateurs d’étudiants et de stagiaires, ainsi que des conseillers pédagogiques, en proposant une formation d’adultes dans le domaine du tutorat et de l’ingénierie de formation adossés à la recherche.
Les activités de conseil, d’évaluation et d’accompagnement des adultes en formation renvoient à des métiers reconnus visant à répondre aux enjeux de développement de nouvelles compétences dans les missions de tutorat et d’ingénierie/conseiller de formation.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME150&cHash=d2e8191afa95bd784b4a83a7344ee609#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Parcours d'excellence en sciences de la Terre et de l'environnement","Sciences, Technologie, Santé","MASTER - Sciences de la Terre et des planètes, environnement","non indiqué","Bac+4","Bac+5","1.0","60.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME96&cHash=94719dc176afbacdd812aafb55e87672#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Géologie et dynamique de la Terre","Sciences, Technologie, Santé","MASTER - Sciences de la Terre et des planètes, environnement"," Dans un monde en mutation permanente où l’impact des activités humaines s’amplifie, il est plus que jamais nécessaire de comprendre la Terre pour gérer les ressources énergétiques et environnementales, estimer la faisabilité de grands projets et évaluer les risques naturels. Pour mieux appréhender le devenir de la planète Terre, nous devons mieux la comprendre.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME96&cHash=94719dc176afbacdd812aafb55e87672#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Ingénierie et géosciences pour l'environnement","Sciences, Technologie, Santé","MASTER - Sciences de la Terre et des planètes, environnement"," L’objectif du parcours Ingénierie et géosciences pour l'environnement du master ""Sciences de la terre et des planètes, environnement"", co-habilité avec l'ENGEES (Ecole nationale du génie de l'eau et de l'environnement de Strasbourg, est de proposer une compréhension globale du milieu naturel et des perturbations anthropiques qu’il subit, puis de proposer des solutions en s’appuyant sur le cadre règlementaire en vigueur mais également sur les outils d’étude, de représentation et de gestion des données.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME96&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN12867&cHash=7f2850d63ae66a569806ea179c958f58","Oui","Improbable","Normes de management environnementales","ISO 9001 et ISO 14001, analyser compatibilité démarchesqualité environnement","Obligatoire","non indiqué","24.0","non indiqué","","1.0"
"Université","Université de Strasbourg","Ingénierie et géosciences pour l'environnement","Sciences, Technologie, Santé","MASTER - Sciences de la Terre et des planètes, environnement"," L’objectif du parcours Ingénierie et géosciences pour l'environnement du master ""Sciences de la terre et des planètes, environnement"", co-habilité avec l'ENGEES (Ecole nationale du génie de l'eau et de l'environnement de Strasbourg, est de proposer une compréhension globale du milieu naturel et des perturbations anthropiques qu’il subit, puis de proposer des solutions en s’appuyant sur le cadre règlementaire en vigueur mais également sur les outils d’étude, de représentation et de gestion des données.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME96&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN12868&cHash=8298429820a2365f3fa9dedd5fae98ce","Oui","Improbable","Economie de l'environnement","bien public, externalité, taxe, marché de permisévaluation des ressources naturelles, dommages environnement","Obligatoire","non indiqué","92.0","non indiqué","",""
"Université","Université de Strasbourg","Physique de la Terre","Sciences, Technologie, Santé","MASTER - Sciences de la Terre et des planètes, environnement","Dans un monde en mutation permanente où l’impact des activités humaines s’amplifie, il est plus que jamais nécessaire de former des cadres et scientifiques capables de comprendre et évaluer les risques telluriques, explorer les ressources en énergies et en matières premières du sous-sol pour demain. En s’appuyant sur des intervenants professionnels (académiques et entreprises) spécialisés de ces questions, les objectifs principaux sont :
> De former des acteurs de l’entreprise de haut niveau, dotés d’une solide capacité d’expertise
> De développer la capacité d’initiative et d’autonomie dans la conception et la réalisation de projets pluridisciplinaires, pour travailler dans un cadre de recherche et de développement ou poursuivre dans la recherche académique","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME96&cHash=94719dc176afbacdd812aafb55e87672#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Analyse des médicaments","Sciences, Technologie, Santé","MASTER - Sciences du médicament","Mise en œuvre de protocoles analytiques
Compréhension des rapports d’analyse
Mise au point de méthodes d’analyse
Rédaction de procédures
Contrôle chimiométrique
Validation de protocoles
Maîtrise des matériels d’analyse chimique
Maintenance et validation d’un parc analytique
Rédaction de la partie analytique des dossiers d’AMM
Formateur
Veille scientifique. ","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME181&cHash=4254a10788e01b459e704f08c4da60ba#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Assurance qualité microbiologique des produits de santé","Sciences, Technologie, Santé","MASTER - Sciences du médicament"," Cette spécialité sanctionne une formation destinée à faire acquérir aux candidats les connaissances théoriques et pratiques indispensables en assurance qualité et en microbiologie appliquée à l’environnement industriel des produits de santé. Dans ce but, elle s’appuie sur la notion d’assurance qualité appliquée principalement à la maîtrise du risque microbiologique des produits de santé.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME181&cHash=4254a10788e01b459e704f08c4da60ba#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Ingénierie pharmaceutique","Sciences, Technologie, Santé","MASTER - Sciences du médicament","Galéniste (formulateur)
Responsable de laboratoire de développement galénique
Responsable de développement industriel
Manager de recherche
Responsable de la veille scientifique et technique
Responsable de laboratoire de recherche
Responsable de projets R& D
Directeur de production
Responsable de fabrication et/ou de conditionnement. ","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME181&cHash=4254a10788e01b459e704f08c4da60ba#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Pharmacologie et toxicologie","Sciences, Technologie, Santé","MASTER - Sciences du médicament"," La pharmacologie et la toxicologie sont des disciplines scientifiques qui étudient les mécanismes moléculaires, cellulaires et tissulaires à l’origine de l’efficacité et des effets indésirables des médicaments et des autres substances actives sur les organismes vivants. Ces disciplines sont essentielles dans la découverte et le développement des médicaments, et pour leur bon usage après leur mise sur le marché. La Pharmacologie et la Toxicologie ont également une place centrale dans la conception des cosmétiques ou des produits phytosanitaires, dont l’activité et la sécurité doivent être également établies.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME181&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN4315&cHash=432ab443a85ea722389790b40763e954","Improbable","Improbable","Production dans l'industrie pharmaceutique: conception et contraintes industrielles","Généralités sur la production
Traitement et distribution d’eau pharmaceutique
Notions de logistique","Obligatoire","non indiqué","16.0","non indiqué","","1.0"
"Université","Université de Strasbourg","Recherche et développement pharmaceutique","Sciences, Technologie, Santé","MASTER - Sciences du médicament"," Ce diplôme permet le renforcement et les mises à jours des connaissances et compétences transversales de personnels des domaines des sciences pharmaceutiques.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME181&cHash=4254a10788e01b459e704f08c4da60ba#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Réglementation des dispositifs médicaux","Sciences, Technologie, Santé","MASTER - Sciences du médicament"," Cette formation de Master 2 s’inscrit dans la stratégie 2020 de l’UE, visant à assurer le développement du marché des dispositifs médicaux dans le contexte de croissance durable et inclusive de l’Union européenne. L’étude des dispositifs médicaux comprendra, dans cette perspective, la maitrise de l’approche territoire de soins numériques ainsi que la connaissance des politiques d’innovation pour assurer le développement économique de ce secteur à l’échelle européenne. La réglementation sur les dispositifs médicaux est très abondante et suppose la maîtrise de normes de fabrication, des règles relatives au marquage, à l’étiquetage du produit, des règles d’étiquetage, des règles qui peuvent s’appliquer aux tests cliniques… A ce foisonnement réglementaire s’ajoute aussi l’extrême diversité des dispositifs médicaux (qui vont du défibrillateur cardiaque aux appareils auditifs, en passant par les gants de protection ou les matelas d’hôpital). Ces dispositifs sont aussi aujourd’hui des objets intelligents, qui incorporent des nanotechnologies ou génèrent des données. L’Union européenne a mis en place un cadre réglementaire, pour que les DM soient pleinement intégrés dans le marché intérieur.","Bac+4","Bac+5","1.0","60.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME181&cHash=4254a10788e01b459e704f08c4da60ba#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Réglementation et droit pharmaceutiques","Sciences, Technologie, Santé","MASTER - Sciences du médicament"," Réaliser toutes les activités liées à l’enregistrement et au maintien des autorisations de mise sur le marché (AMM) dans le respect de la règlementation Conseil et assistance sur les aspects réglementaires auprès des services concernes (développement, production, qualité, marketing, ventes...) Préparation des demandes réglementaires spécifiques (demandes d’autorisation d’essais cliniques, autorisation temporaire d'utilisation (ATU), demandes d'importation...) Coordination de la constitution des dossiers d'AMM et post AMMRédaction de la partie administrative et/ou pharmaceutique des dossiers d'AMM
Suivi des demandes d'AMM, réponse aux questions des administrations et recueil des compléments nécessaires
Rédaction et dépôt des dossiers d'AMM
Rédaction, suivi et/ou revue des dossiers post AMM (renouvellements, variations)
Contrôle de la conformité réglementaire de la publicité et dépôt des dossiers
Veille réglementaire et scientifique nationale et internationale organisation et planification des activités des affaires réglementaires Gestion des bases de données et archivage des dossiers d'AMM et des informations réglementaires.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME181&cHash=4254a10788e01b459e704f08c4da60ba#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Biologie du développement et cellules souches","Sciences, Technologie, Santé","MASTER - Sciences du vivant","L'objectif principal de cette formation est d'obtenir une vue la plus intégrée possible des mécanismes moléculaires et cellulaires qui sous-tendent les processus du développement chez l'animal. Les étudiants pourront intégrer les nombreux laboratoires spécialisés en biologie cellulaire ou biologie du développement et biologie des cellules souches.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&cHash=8acc009b88ce29eab9c1162dec80b199#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Biologie et génétique moléculaire","Sciences, Technologie, Santé","MASTER - Sciences du vivant","Ce parcours, qui intègre à parts égales les enseignements de biologie moléculaire, de génétique et de génomique a pour but de former les étudiants à l’exploration, au niveau moléculaire, de toutes les facettes du transfert de l’information génétique, de sa régulation et de ses dysfonctionnements pathologiques. Outre la formation théorique, ce parcours se caractérise par une formation pratique et en recherche permettant l’acquisition de solides compétences dans toutes les approches permettant d’étudier les biomolécules, leurs répertoires interactionnel et fonctionnel au sein des processus qui gouvernent l’expression génique et de les intégrer à l’échelle de la cellule et de l’organisme :","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&cHash=8acc009b88ce29eab9c1162dec80b199#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Biologie structurale intégrative et bio-informatique","Sciences, Technologie, Santé","MASTER - Sciences du vivant","e parcours à vocation à développer deux aspects de la biologie structurale intégrative :

    la compréhension des fonctions à partir des données structurales, de l'échelle atomique de la vision cellulaire.
    La ""biologie in silico"" (analyse, l'exploitation et valorisation des données biologique, ""Big data"" pour les problèmes biologiques, modélisation moléculaire et simulations des systèmes biologiques)
","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&cHash=8acc009b88ce29eab9c1162dec80b199#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Écophysiologie, écologie et éthologie","Sciences, Technologie, Santé","MASTER - Sciences du vivant","Le master d’Ecophysiologie et Ethologie proposé par l’Université de Strasbourg est une formation pluridisciplinaire qui donne aux étudiants des bases scientifiques et méthodologiques étendues et variées leur permettant d’étudier et de comprendre à la fois les mécanismes d'adaptation des organismes vivants au sein de leur environnement ainsi que leurs réponses adaptatives pour faire face aux variations naturelles et anthropiques de cet environnement. ","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN17153&cHash=32c2d4e09a9f3df3f24205e6628bb832","Oui","Improbable","Biodiversité et contraintes environnementales"," Présentation générale : Prise de conscience des enjeux de la perte de la Biodiversité et les mesures de gestion/conservation utilisables. TER sur les réserves naturelles régionales","Obligatoire","non indiqué","20.0","non indiqué","","1.0"
